,predicted,stars,text
7348,5,5,I used Full Circle Auto Body after my daughter's car was in an accident. They were very knowledgable and helpful about insurance issues and got the car repaired quickly. They post progress of your vehicle with photos on their website which is so cool. I'll definitely use them again if the occassion arises.
1167,5,5,"So yummy!! My favorite Mexican place!! Love the chips, salsa, and bean dip. The extra spicy green salsa is so good too. We are regulars here."
9212,5,5,"Pita Jungle is a great place to get inexpensive Mediterranean food (as long as you don't mind a bit of a wait).

The food usually gets served up really fast, but then your waiter leaves and -never comes back-.  I'm not ususally a stickler for outstanding wait service, but I do like to get my glass refilled and be given my check in a timely manner.

Never-the-less, the food is so good it makes up for any other flaws."
1229,5,5,great food... love the pad thai....awesome atmosphere...
8180,5,5,"I Love Lolo's Chicken and Waffles and you will too! 

Recently my fiancé and I went to Lolo's. I had heard about Lolo's and Mrs. White's for years, but never took the time to go to the Phoenix locations. When this south Scottsdale location opened, I made it a point to go and try the food. 

The food is excellent or in my best Brooklyn accent ""Forget about it"". But don't forget about it, the MAC-N-CHEESE is a most try. The chicken is FANTABULOUS, the COLLARD GREENS are on point and they serve Kool Aid. Yes I said Kool Aid. I must have had a gallon of GRAPE KOOL AID. Before this, the last time I had Kool Aid was 1968. 

This place is very popular, so you may have to wait for a table, but it is well worth it. This place is so popular that Sports, Music, Acting and Reality celebrities can be seen here regularly. When we were there we saw the rapper Biz Markie. He did the song ""Just a Friend"" back in 1990.  

The only down side - although the service was generally good, it gets so busy that at times the server may get distracted and may not come back to you as timely or often as you may like. 

BOTTOM LINE, I LEFT FULL, HAPPY AND WITH A KOOL AID SMILE. TRY IT YOU WILL LIKE IT"
32,5,5,"Never having dealt with a Discount Tire in Phoenix before (only in Texas, and their service has been great all the time), I came in not knowing what kind of service to expect. I was pleasantly surprised! The store had a good amount of parking, and the store front was clean, open and had adequate seating around the perimeters. There were already 5-6 people sitting and waiting for their cars to be finished, and 2 people waiting infront of me to see a representative. All the guys working there were busy helping someone, yet were saying hello to us and reassuring they'd get to us very soon. I didn't wait an unneccesary amount of time and then was helped by Wally. He inspected my tires, recommended a plan of action gave me options, and we headed back into the store. After I made my decision to replace 2 of the tires, he checked their stock, and unfortunately they didn't have them there. BUT he called another store and had them picked up for the next morning, so I could just come back the next day to this same store and get those bad boys installed. Great! The prices were not as heafty (relief), and although there were a good amount of people the next day waiting for their cars to also be serviced, it took exactly the amount of time they'd told me (45 min). They apologized for the wait, but no need for that! The guy who helped me on the 2nd day (I'm sorry I forgot his name) was also very professional and great. I recommend this store and will be bringing my car here in the future most definitely. Thanks, guys!

TIP: If you know you need to bring your car in, you can make an appointment with them online. They take walk-ins, but I believe it helps them manage their customers easier, and that in turn benefits you."
4252,1,1,"Bitzee Mama's isn't my mama! My mama wouldn't have kept her hungry son waiting forever for his lunch. She wouldn't have let my go thirsty with no refills. She does make a good bowl of salsa so that makes it alright, right? 

Took my real mama there for lunch.. I ordered the taco salad and ma ordered the cheese enchilada plate.. also a bowl or red chile. Taco salad was alright except the taco shell was so mushy from water it literally fell apart when I picked it up.. glad I wasn't eating the shell. She's old school.. makes a darn good cheese enchilada and refried beans. Struck out again with the red chile.. I swear, can no one except La Canasta make red chile? While the meat was tender and the sauce was smooth it had a weird orange color to it and the meat tasted, well wasn't any beef Ive ever had. 

On the way to the counter to pay my bill I noticed that almost everyone was eating chimichanga's.. well then, looks like I ordered the wrong thing! Place is also uber cheap. 

Be careful what you order and mama will be just fine."
8755,1,1,Not lesbian/gay friendly at all. I should have read the previous review before going.
9316,5,5,"Very friendly staff, cute decor! Small, but don't let that fool you, best sandwiches ever!! The egg salad sandwich was so good, it reminded me of the egg salad I enjoyed as a kid! Their potato salad is made there and soo yummy!! Talked to the owner and she was very nice."
9125,5,1,"La Grande Orange Grocery has a problem. It can't decide what it wants to be when it grows up, and that makes the overall experience iffy. Is it a quick mart? A grocery store? A restaurant? A coffee shop? Unfortunately, it can't be all of them.

I love La Grande Orange Pizzeria, when there is table service, fun wait-staff, and delicious food. But during the day on the weekends, the Grocery is too busy and unorganized to tolerate. It is not set up for the crowd, they do a poor job of line management, and when there is a line to order, the rest of the Grocery is impossible to navigate. To top it off, the counter staff shouts at you when your food is ready. Unnecessary.

I'll certainly be back at night for the pizza, the delicious wings, and to partake of the best gelato shop adjacent to LGO. But I'm afraid that I won't be back for the weekend chaos."
8665,5,5,Wow these cupcakes were amazing!! The frosting was picture-perfect. I tried Vanilla Salted Caramel and Pumpkin and both were so good! The cake on both were super dense and moist. Vanilla Salted Caramel definitely was the best of the two!
6379,5,5,"I've been a patient of PFD for a few years, recommended by a friend, and have always been happy with the attention I've gotten. I actually go to the Gilbert location now, but I have been to the Tempe office once and had a good experience there. 

It's a family owned business, I think they've been around for 30 years. They have always been pleasant and honest when talking teeth. I wanted to mention my hygienist specifically, Jackie. She is super nice, calm and gentle, which is important to me since I don't particularly like going to the dentist. 

Check them out if you're in the market for a dentist."
8631,5,5,"This is my favorite public pool in the entire valley.  It's super cheap - 2.25 for adults, 1.00 for kids.  You can bring in drinks and snacks as long as they are not in a cooler (weird).  They have a snack bar. It's very clean.  Oh and the most important part, they have a lazy river, two big water slides, a whirlpool, toddler play area with more slides, basketball, lap pool, diving boards.... I think that's it.  It's quite a drive but it's worth it."
8396,5,5,"Attention all parents, nannies, guardians etc.  Koko bees is tons of fun!  The kids are all smiles & full of laughter.  Terrific environment:  oodles of play houses,  dress ups, costumes, toys, themes & settings!  The little ones imaginations can run wild.  They even offer fantastic dance, sports, yoga and tumbling classes for the children!  This is a great place to come with the kiddos!!"
7050,5,5,"I'm a sucker for a yummy coconut cupcake and Tammie Coe has the best around as far as I've tasted, and I've eaten a lot of bad coconut cupcakes -- all in the name of research of course.  Keep 'em coming, Tammie!"
3776,5,5,We've been going here for years. Love the food (Happy Family is a favorite dish) and appreciate the community service outreach. Great to support locals who support the community ... and dish up great food along the way.
6995,5,5,"I love this place.  I especially love it on Tuesdays when it's free. 

I have been to many lectures, openings and films at the Museum and am always fascinated.  

The changing photography exhibit is always fantastic.  The fashion room is one of my favorite features.  BUT my favorite piece is the firefly installation.  I could seriously live in that room. I take everyone I know and everyone is always as mesmerized as I am, and I have seen it many times.

I love the new contemporary wing of the museum.  I also love the glass boxes on the sides of the building.  One time we were there during a thunderstorm and sat in the glass box and watched the lightening.  It was perfect!  

The museum always makes me happy."
7662,5,5,"Best Vietnamese food I've had, and I've been to some very good Vietnamese places. Very fresh and delicious."
4263,5,5,"If you desire true Chicago deep dish pizza, then Nello's should be at the top of your list! This is a staple pizza location in the Valley- and my family has been going for years. Nello's offers a great menu, drink list, and atmosphere. They offer an excellent Mon-Fri lunch special - a large drink, salad and 2-topping personal pizza for $8.99- what a steal! Don't pass this place up, it's worth it."
6905,5,5,"Very friendly staff, or a fast food place-- their customer service and friendliness is unmatched.. I go more often than not simply because of the experience every time! Thanks Micky!"
9549,5,5,Amazing Mexican food and the drinks are knock you on your ass good.  Have the guacamole and a madre then come and talk to me.
102,5,5,"Christy is an amazing cake artist.  She has an impressive portfolio as she has a flair for creativity.  Her cakes are amazing and are truly one-of-a-kind.  She also has several delicious cake flavors to choose from or she can create one for you.   She has made several cakes for our family and I have been impressed with everyone of them.  I was also excited to see her compete on TLC's Ultimate Cake Off show early this spring.  If you're looking for a sculpted cake or one that will be the center of attention at your next party, then I recommend you call Phoenix Cake Company."
3768,5,5,"First, I'd like to send a shout-out to Irma, our server who has given me hope that there are caring hospitable people in the food industry.  Irma receives 5 stars for taking good care of me and my sweetheart during our recent date at the Havana Cafe. Way to go Irma!

We step into a well packed restaurant on a Friday night with plans to try the Sailor's Paella Special and a few cocktails. We wait for just a few seconds until we are greeted by Irma and her warm smile and are led to our table. Our cocktail orders are taken immediately, 1 Mojito and 1 White Sangria. Both exceeded our expectations and were just thing to get our date started.

The ambiance is whimsical and charming - Reminded me of the movie ""The Bird Cage"" without the drag queens and dramatic dialogue. Bummer!

Now on to the Paella. It was the perfect dish for the evening offering plenty of shrimp, calamari, crab, scallops, muscles, tuna and a healthy serving of saffron rice. This meal also requires a little handy work to get to the crab and muscles but you are given the proper instruments to do so. This may not be the best choice for those who do not enjoy this kind of food activity but we had a lot of fun with it.  We will be back soon to try another interactive meal and partake of a round or two of Mojitos. 

So if you are in the mood for something different, fun, and oh so delicioso, I recommend you try a night out at the Havana Cafe. I also hope you have the pleasure of meeting a groovy gal who goes by the name Irma."
6833,5,5,"I remember when this was Fry's...back in the 70's. I think it's great when these older buildings are put to good use instead of being torn down for another new strip mall. What a perfect place for an Antique Mall.

This is a store that you could spend hours and hours really looking at everything. This Antique Mall has TONS of GREAT Antique finds...like REAL antique and retro STUFF, not recent overpriced crap that most Antique Dealers throw in their booth and try to pass off as something worth a lot of money. There are things here that I haven't ever seen at other Antique stores before.

I quickly walked down the aisles, the prices seemed pretty good and yet some that seemed OVERPRICED. I wonder if Antique Dealers are wanting to sell merchandise or pay monthly rent to store their museum. Believe it or not, you can still get BETTER deals on ebay.

Several of the booths seemed like they had a theme, like stepping back into that time era... they were merchandised nicely.

The restroom even looked like some grandmother's tacky bathroom decor, it really fit in well with the antique feeling.

I will definitely come back here when I have more time to shop.


."
5672,5,5,Beer heaven!  What don't they have?  The staff has a taste for heavy body beer so if that isn't your ONLY criteria for great beer.  I would just go with your gut.  Their staff does know their stuff.
2087,5,5,Love all their dishes!
6781,5,5,"I love Pizza-A-Metro and so does Joe Arpaio. I am quite certain it is the only thing we have in common.

This is where I take my foodie friends because they are usually so busy eating they shut up for a while. (I kid, I kid...) I have never had anything here that I don't find super delicious and crave-worthy. The first time I went here my party was personally doted on by Maurizio, who was over-the-top gracious and seemed to truly love what he was doing.  While I don't see him every time I am here, the service never suffers.

The calamari is crisp and light, which is a nice change from heavy, fried calamari that is so ubiquitous in too many Italian joints. Hands down my favorite item on the menu is the Frescolina. The combination of the arugula and prosciutto makes my mouth water even thinking about it!

So next time you are at Pizza-A-Metro, my advice is don't loudly discuss if the portly man next to you is Joe Arpaio. Don't look him up on your Blackberry and pass the photo around to get the opinion of your fellow diners. Don't bring up that his mother died in childbirth, and how that potentially explains a great deal of the man's 'politics.' No matter how much wine you have had, do not forget how small this restaurant is. Because in the end, after he and his bodyguards leave, the server will tell you- Yeah. That was him."
9179,5,5,"The best fried chicken I have ever had
pork cutlet is not to be missed either
the collard greens flavor is unbelievable and purely vegetarian broth if you can belive that - absolutely no sourness

I regular have to make pilgrimages for my pregnant wife here.

Negative - cash only"
1157,5,5,"In Phoenix for a concert and felt like Thai. Found this place on Yelp! and decided to check it out based on the reviews and the fact that it was near the friend we were visiting at the time. The restaurant is in a strip shopping center that we never would have noticed (or found) had we not been looking for it. Oh, but what a magical dining experience! The cashew chicken was the best I'd ever had (and we eat Thai a LOT!) and the chicken satay was exceptional. Loved the veggie Pad Thai and my husband got a vegetarian (tofu) curry dish he loved. Wish this place wasn't 400 miles from my house. I'd be eating here every week!"
7958,5,5,"Love the food here.  Been here a few times and got the peanut curry twice and been delish.  Thai iced tea was great as well.  Only been there during lunch and everything seems pretty good so far.  Went with coworkers and family and they all loved it too.  Service was fast, prompt and nice.  Will be back again to try other dishes."
7380,1,1,"I keep wanting to like this place.  I want to support a local business, and yet....

Last year I took my two boys there after a theater performance (Greasepaint!   Excellent!), and after we placed our orders for lunch, I took out our SET game (it's a card game that does not use a traditional deck - great fun).  WIthin moments, the server was back at our table.  ""You can't do that.""  ""What?  Play cards?  It's not gambling."" (Maybe I was wrong, but living here, you start to assume that an objection to something must be religion based).  ""The owners don't allow it.""  ""They don't allow it?  It's a matching game.""  ""No.  You'll have to put it away.""

Now.  I would understand not wanting us to sit and play cards if we'd finished eating and were just holding a table (assuming it was busy).   However, this was during the gap between ordering and eating.  I KNOW I should've just left then.  Instead, I made my kids happy and we stayed for lunch (and ice cream!).  

A couple months ago I (foolishly) decided to try again.  Didn't bother with the cards this time.  The lousy thing this time was the mold on my son's bread.  They DID remove the sandwich from the bill, but eish.    

I'd kind of like the ""Restaurant Impossible"" guy to come in here and give it an overhaul.  I don't mind the nostalgia stuff, but the place does need a solid going over."
8899,5,5,"The last time I was at The Vig, they tricked me.. You see, they have these glass doors that they open up in the back of the restaurant when its nice out, and sometimes, when you go through those doors from the outside to take a trip to the loo, they close them on you, so like an asshole, you attempt to walk back outside the way you came, but instead you bash your head and knees into the glass window in front of 35 people. Be mindful of this.

But hey, at least they had the most amazing wine specials that night and I was saucy enough to laugh it off and take a bow. And then I hid in the bocce ball pit for the remainder of the evening where I somehow acquired 200 bruises. 

I love the Vig. Even when I'm embarrassing the shit out of myself."
7208,5,5,"I have been coming to Lai Lai's for many years now and have never had a bad experience!  The food is always great, and if you mess it up you have no one to blame except yourself since you decide what all you want in your bowl lol.  Sometimes I don't make it in for a year or so but the staff always remembers me and that makes me feel very much at home.  Lai Lai's is great!"
4382,5,5,I have been here multiple times and each time the staff has been superb.  Their selection is also awesome.  I would highly recommend.
9185,5,1,"For frozen yogurt quality, I give this place a one. Honestly, it's small, there's very little variety in terms of toppings, and the yogurt tastes cheap... Probably because it's a big franchise. There is a reason why you're paying less for an ounce... Truly - you get what you pay for. 
The concept is neat, sure, but if you're looking for pizzazz then you should try Yogurtini... It's just up the road from Yogurtland. Anyway, the single star says it all... ""Eek! Methinks not."""
6918,1,1,"4 stars for the place itself and it's food/coffee.
0 stars for the service, or lack there of.  My business partner and I were in town for a convention.  We heard we should check out Lola.  So we did.  We were excited.  The lady (I use the term loosely here) who took our order was LESS than patient OR helpful.  We asked a few questions.  She barely answered us, then when we had to repeat the question she was nothing short of annoyed.  An example.  We asked where we could get a glass or cup of water.  She mumbled something about the bar/table.  My partner walked over and saw no cups.  She came back and asked where the cups were.  On the table came an exasperated retort.  I walked over to inspect for myself.  There were no cups on the table.  So I kindly asked her if the cups should be on the table, if so there appeared to be none.  She said they are on the table, but *sigh* I'll go check, but I know they're there!  10 seconds later she comes out of the kitchen with a tube of cups.  IMAGINE THAT the customer was right.  I watched this lady serve other customers.  It appears that regulars are treated with a smile and courtesy and patience.  Newcomers or people she doesn't like are treated worse than the dirt on the bottom of her shoes.

My suggestion to management, adjust her attitude or get rid of her!  She is not good for business."
436,5,1,"this another place that i would give no stars to if possible. 
it's been on the corner of mill and university for as long as i can remember, which is impressive since nothing older than ten years has been able to withstand the rent increases, and even more impressive because i don't know a single person who goes there.

i went in there one time, for drinks and walked past one of the foulest salad bars I've ever seen. for some reason, it's right by the door. instead of walking in to see a hostess stand you walk right into this brown mess of vegetables.

after seeing that first off, i wouldn't dream of ordering food here. the place is also dark and dirty and there's never anyone inside of it.

seriously, I'm really curious how this place survives. awesome little neighborhood wing and live music joints like long Wong's get torn down for high rise condos, yet gross, ghost town ruby Tuesdays hangs on the corner of main and main of Tempe. what is wrong with the world?"
1729,5,5,Best place in Arcadia to get a coffee or a tea. Lots of friendly locals and great place to sit outside to people watch and read the paper in the morning early lunchtime.
929,5,5,"Do not bother going anywhere else. This is the place to go for laser. No contracts, easy to get appointments, very reasonable. The staff is fantastic, every one of them. I usually go to Kristen, but all others are as equally friendly and competent. Location is very convenient also. I have looked, and I have received many groupon and living social offers from other places, but I never bothered. This is the one."
3212,5,5,"Holy crap is this place good.  With the gazillion milkshake flavors to choose from, I had vanilla....... kinda anti-climatic I know. Next time though.  The burgers were huge with 20 some odd topings to choose from. I had onions and pickles...... I know, another let down. Next time I sware.  Also the onion rings are tops here. Fries looked good too.

The decore is a nice 50's diner type with very friendly staff.  Outdoor seating is nice when it's not hot out and it's very close to the theatre which makes it the perfect stop before seeing Mama Mia........ J/K on that one. Saw Batman."
6050,1,5,"I went to sears today to check on a layaway that I placed online but was going to pickup here. Margaret, the associate couldn't find me in her system so she personally called the sears.com help line to find out what was happening. She was friendly, professional, and extremely helpful in solving my problem. I went home a happy customer and am very thankful to Margaret for her help!"
1151,5,5,"I went for brow threading.  Yelena was extremely gentle and took her time making sure they were perfect!  I just found my new ""brow lady"" and she's just across the street from my office! LOVE IT!!!  Give her a try!"
4571,5,5,"Best pizza in the valley that I've had (I've yet to do Pizzaria Banco).  Great service, always made fast, and GREAT pricing...doens't travel well, so if you're gonna have it in your car for a while I wouldn't recommend it...I think that's why there's a lot of ""soggy crust"" comments etc..."
5292,5,5,"The spring on our garage door broke and we had no idea who to call.  Lodi was recommended to us but they werne't specific as there are a few under this name.  I choose Lodi Garage Doors & More and was stunned they sent someone out within 1.5 hours!  They also quoted me on the phone and were so nice in setting up the appointment and calling back to confirm.

Gene was our technician, he was efficient, friendly and did a fantastic job.  

I will be passing Lodi's name on for sure and if repairs are needed in the future I will not hesitate to call!  Thank you for you quick, professional, friendly service!"
10,5,5,"The oldish man who owns the store is as sweet as can be.  Perhaps sweeter than the cookies or ice cream.

Here's the lowdown: Giant ice cream cookie sandwiches for super cheap.  The flavor permutations are basically endless.  I had snickerdoodle with cookies and cream ice cream.  It was marvelous."
8009,5,5,"Umm this place is awesome. I got a bike basket for 25 cents. 25 cents! Too often these days I run into ""thrift"" stores that miss the thrifty part, but not this one! It's fun to shop and you may end up finding a truly good deal!"
3288,1,1,"i called them and they wanted to charge $30 for fingerprints!!!!!  What a joke.  I found a place on the other side of the air park who did it for $10.  Caveat Emptor!  If if could give them a zero rating, I would have.

On the other side of the airpark off of Greenway-Hayden loop is Global Pi Security.  $10 for prints. Their address is 7807 East Greenway road, suite 9, Scottsdale, Az.  globalpi-security (dot) com.  Good luck."
178,5,5,"I have only gotten the cafe sua da (iced coffee) here but it's the best I have had yet. When you walk in there is always fresh coffee lined up in cups on the counter ready to be mixed with sweetened condensed milk. I don't get to Mesa often but when I do I go here for the wonderful, rich, dark and creamy coffee. This is strong stuff; that first sip is so good. The richness, full flavor, creamy caramel flavors are heavenly.  And as the ice melts, it mellows out the flavor a little and it's still great. I can't say I have had all the cafe sua da in the valley, but what I have had; this is my favorite. 

Next time I come to Mesa for work I will need to come at lunch time so I can try the pho."
516,5,5,"Bring a flashlight. It is so dark inside you can not read the menu. But the waiter was so well versed we just used his recommendations. 

We all had filets cooked to perfection and served on a 400 degree hot plate. They recommend the lobster mashed potatoes but did not feel they were worth the price tag.

The wine list is extensive and expensive.  If you are looking for fancy this is the place but we went after a round of golf and they were very accommodating . 

Great special occasion dinner but not your everyday steak joint ."
2931,5,5,Super!
471,5,5,"It does not get much better than this, fellas.

BS West is hands down the best gay bar in Phoenix.

Friendly bartenders, cheap drinks, good-looking crowd, great music..it's definitely got it all.

Best night to check out is the obvious 2-4-1 Wednesday. 

Thursdays and Sundays can also be fun if you're into karaoke. Saturdays are a nice alternative if you don't really dig Forbidden or Amsterdam, it's a different crowd.

It definitely has a ""Cheers"" feeling to it... not pretentious whatsoever. Great patios too, especially the back one with the new video screen they installed.

Oh, and their Halloween bash is THE party to be at. 3,000 people attended in 2007."
7079,5,5,"Never thought I'd review a supermarket, but since it's tough times for alot of people out there, I'd like to share my 2 cents..

First of all, you don't need a card.  The deals are for everyone and it makes it hassle-free during checkout.  Now, about the deals ~ I find that Albertsons has the lowest prices and best deals and you can find them amonst any product you're looking for.  It's WAY cheaper than Safeway for sure.

This is what i found yesterday:  88 cents for 2 (yes two!) snicker bars or other comparable chocolate bars, $1 for a bag of lifesavor hard candies, and $14.99 for a 24 bottle case of coors light.  They also had 69 cent bags of frozen veggies that people were buying like crazy.  Also, this location has really good cuts of meat.  I'm Korean and was so excited that they had short ribs cut perfectly for Kalbi jjim (korean braised shortribs), and for $3.99 a pound, it was quite a deal!"
46,5,5,"(Un)fortunately for me, lux is close to my house.  I walk there nearly every day and am much poorer because of it.  The coffee and pastries are amazing.  They always play really great music too!"
1864,5,5,Yes... I love Eegee's... I have to admit it could be a bit of a problem for me as I drove from Chandler to Casa Grande just for an eegee and sammich in the worse rush hour traffic. If that isn't love I don't know what is because we all know Arizona drivers are ... well you know. I always get the pina colda mixed with lemon eegee and a grinder / or turkey sub and don't forget the ranch fries! The one is Casa Grande is new and clean not that I can say the same for the ones in Tucson.
9254,5,5,"Consistent with the east coast stores, great flavor selection, friendly and accommodating staff.  
The regular size doesn't look big but it is plenty for the price, not to mention the staff consistently fills above the top the cup on all products.  
A much better value than Cold Stone, Baskin Robbins, and self serve froyo."
9400,1,1,Have been in twice since my last review. Its a like a COMPLETELY new atmosphere!! And sorry to say this is not in a good way. Service was terrible and I was emberassed that I actually brought some new people with me to try it out. Just went for this saturdays last ufc fight! They were like natzi's with the seating you have to have 75% of your party with you to get a seat even though my boys were parking and in the parking lot they gave our table away so after getting the tenth degree abou there seating rules we were finally sat all had to sit speraticly through out the bar. We should've just turned around right then but decided to stay... then on top of that we were sat next to some drunk beligerent people spilling and flirting with there server (wich you could tell made her uncomfotable) that table were continuosly getting over served beers. Since there was not one mgr in sight the little time we were one of my boys stepped in and there was almost a fight right then and there.. putting that aside our service was horrible some dude was our server and we went without seeing him for like 30 min and not so cold beers. At that point after one round of drinks we decided not to order food and the table next to us was gripeing about there food so that was another sign to get the F out of there so we paid (once the server got back) then bolted. I wasn't going to yelp anything BUT I just received my checking statement and the dude added 5 to his 3 dollar tip. I gave the guy 3 on $12 he was lucky to have even gotten that. I'm going to find out the guys name and go to upper mgmt because this is not the first time i've heard of this happening there. With that said.. I WILL NEVER BE BACK HERE AGAIN! This place has gone down hill!! . DO NOT WASTE YOUR MONEY HERE !! Very disappointed
200,5,5,"Who dosen't like Cosco, I love this place. The pizza is cheap and good."
1861,5,5,"I love this place. Just to hang out on a Summer day on the patio and have a beer is like...the perfect day. 

The food is awesome. The Kilt Lifter is tasty and thirst quenching. 

The area is definitely lucky to have such a place."
6762,1,1,"I learned of this company through a living social deal. I emailed them to set up an appointment. The earliest available date was a month later, I went ahead and scheduled the appointment in spite of the wait time. One month went by,  on the scheduled day of cleaning in which I was told they would arrive between 12 and 1... NO ONE shows up. I wait, at 3:30 I email asking why was this scheduled appointment not kept?... I've yet to get a response or an explanation.

There are many cleaning companies out there, my suggestion - try a different one than Maid 4 it all."
9709,5,5,"I went to Z Tejas with a bunch of people (about 25) last night.  We had a great experience from start to finish.  

At the beginning my lady and I were early so the waiter got us our drinks and continued to make sure we were good to go.  We wanted to wait for our friends so food wasn't necessary at this time, but the drinks were flowing and the waiter (Jeff) was very cool, friendly, and down to earth.  

All of our friends showed up and we let the good times roll.  Chips and salsa, drinks, water, and the delicious cornbread, they all came very fast and it didn't take any begging on our part.  

I got a chicken dish which was really good, I stuffed myself silly.  My lady got a side salad which was huge, she couldn't even finish it and she said it was really good.  Oh! and the food came fast by the way (surprising when you have 25 people.

The overall vibe of the place is really cool, very trendy and fancy but reasonable prices.  Big screens everywhere, gotta love that since there were some great College FB games on last night.  

Great experience, thanks Jeff & Z Tejas."
6284,1,1,"If we were able to give 0 stars... I would ask to give -1.

I live nearby, and am sad to see that a coffeeshop that sells coffee this horrible is still in business in my neighborhood.

Not only was the breve mocha that I ordered disgusting, so was the process of watching the barista make my drink.

They use hershey's chocolate from a dirty nacho cheese style pump with chocolate sauce dripping down the sides, and coagulated into a thick cap at the tip of the nozzle.  *Disgusting.  

The espresso shot was made without care, or concern for the fact that it was done way too quickly, and with espresso grounds that were ground way before I walked in the door.  Possibly way before the barista started her shift.   *Gross

And finally.  The milk.  She steamed the milk with the automatic steam wand.  This was a huge red flag.  Those are notorious for burning milk and making disgusting drinks.  Well, both were accomplished. 

The steam wand was tinted white from lack of cleaning.  And the worst part was that near the end of the wand was a DARK CHEESE that had accumulated from burning milk and not cleaning the wand after every use. 
Which is FREAKIN - DISGUSTING.

I wasted 5 bucks on an overpriced small mocha, and threw it away after taking a sip.  

Hundreds of businesses in the area close down every year, and there are more realty signs in strip malls in this neighborhood than actual storefronts.  AND I really don't understand why this place hasn't joined the many defunct businesses and starry eyed entrepreneurs in the unemployment line.  

If you own a coffeeshop.  Coffee should be your passion.  
If you own a bait shop.  Fishing should be your passion.
If you just want to open up a business that mirrors a nearby popular chain (short, tall, grande), please stop wasting space in the strip mall and get a day job in a cubicle.

Never going back, warning my friends about this place, and am probably going to contact the health department on Monday."
606,1,1,Service was horrible and food was mediocre at best~ won't be going back
7760,5,5,"I love this place they do the best job, I even drive 45 min because I moved and they are worth it! I'm always happy with the results. My nails don't lift or chip. I have also had a facial their and it was amazing. It was my first facial however I was happy and it wasn't expensive. I would recommend this place to anyone. Just bring cash for your tip, they do take cards but not for tips."
9022,5,5,"5 stars all the way. 

Let me begin by saying that I'm a big fan of the products. The store is done in very warm tones and the drinks are incredibly aromatic and these 2 things combines seem to make all my stress melt away when I step in the door. 

I'm not a huge coffee fan, but I can order some of the coffee drinks here. I'm completely unable to drink the caramel frappuccino from Starbucks, but I can't get enough of the caramel ice blended from Coffee Bean & Tea Leaf.

So now that we've established that I love the product, we can move on to the real reason this place gets a 5 star review--the staff. I've never seen anything like it. If you come in 3-7 times someone will probably know your name and might even know your drink.

Leila is the best at this. She knows peoples names, their drinks and if you come there often enough she even knows which car you drive. She'll see a regular customer's car pull up and she'll have the normal drink ready and waiting for them by the time they walk through the door. THAT is the epitome of customer service."
1444,5,5,"Dude...a happy hour that is TRULY happy!!!  

This joint is relatively swank for all the deals it has.  Nice decor, good bar, FRESH seafood (seriously...this is some good quality).  Starting at 4:00 p.m., they have $5 martinis AND $0.75 oysters.  YUM!

On top of that, they offer discounts on other appetizers such as the bread and cheese plate, a GIANT crab cake, a salads, and shrimp dishes.  All are tasty.

For all the Zoners out there (yeah, I said it), you have to check out this place.  You will have a great time! 

NOTE - beware of dirty old men.  They'll hit on your friends!"
2302,5,5,"best coffee in phoenix (so far). experienced and friendly baristas, a large sitting area inside, nice decorations, community conscious, promotes local art and artists, outdoor sitting area, easily accessible location from the light rail and from the portland park neighborhood. 

i had a short vanilla cappuccino and the thing that made it the best insofar to my search for phoenix's best espresso was definitely the milk. it was properly steamed microfoam. the shots were right on, too.

the milk i've had elsewhere in phoenix doesn't compare. thumbs up to fair trade."
7663,5,5,"I Felt a sin coming on .......
 if i could give 10 stars i would !!!!

Let me set the scene for you of this Kazilicious Sunday night .....

We enter through  a solid planked door set in the rear ...(oh yes the
truth is inside) candlelit passageway leads you into a sexy,sultry
stone interior that is softened by the plush seating , dim lighting
,wine barrels .. i give his hand a squeeze and smile because we have
hit the mother load within this sinfully sexy speakeasy .The Tuscan
colors coupled with the stone ..deep ,rich ,decadent !!! His hand on
the small of my back as we approach our seats as the intimacy and
ambiance takes hold .

A bowl of olives, 3 cheese fondue with apple ,the Tuscany pizza
....sexy damn noshes ..they know what they are doing here ..soft
...firm....dip....bite ..yesssss SO beyond sexy here.....

Oh and the wine ,nectar of the gods, sign of fertility , here in this
setting it is like Ambrosia ,and your inner God or Goddess will surely
blossom ,and romance will bloom ....
It seems like thousands of labels here - we went with the  M.
Chapoutier Le Sizeranne 98' ....Heady ,earthy ,smoky ,deep ,sweet and
ripe .the smell of currants and berries .lovely texture ,full bodied
.....DIVINE ! let the flirting begin ..coy toying of the glass stem
..sweet smiles ..love words escaping on a whisper  between sips.

We spent around $200 ,worth every penny in my opinion .

Prior to the Kaz , the Rokerij was just about the sexiest spot to me
in the valley ...these two must share the crown .

So to recap ; SEXY, SULTRY,SEDUCTIVE !!!!! posh,swank ...
Good Service , lush wine selection ,yummy tidbits ...
Ambiance up the wazoooo .

A heady experience ..this is where lovers go ,a prelude to the
interlude of love !"
2051,5,1,"Sadly with new owners comes changes on menu.  My fav Barbecue chicken salad
no longer has a hint of the same taste. It should now be called flavor of tomato. 
 Also sad to find out that the most outstanding veggie sandwich now tastes like it comes from another country. Again not a single hint of similarity of same flavor. Im sure many people will love these new changes.  Yet, Im sad it's not the same. I woke up today dreaming about the old veggie sandwich! No joking!!!!!!!!!"
